ph,temp,type
7.1,31.9,ikan nila
5.2,31.9,unknown
5.6,31.2,ikan gurame
5.3,31.0,unknown
6.6,30.7,ikan nila
4.7,31.4,unknown
5.3,32.3,unknown
6.8,32.3,ikan nila
5.3,32.5,unknown
4.9,32.5,unknown
7.0,33.8,ikan nila
4.8,33.9,unknown
5.4,34.4,unknown
5.1,34.9,unknown
4.5,35.7,unknown
6.6,35.9,unknown
5.1,36.0,unknown
6.5,36.1,unknown
6.5,37.1,unknown
5.7,37.1,unknown
5.4,37.0,unknown
7.2,36.9,unknown
5.6,36.9,unknown
7.3,36.9,unknown
6.1,36.8,unknown
5.8,36.3,unknown
4.7,36.2,unknown
7.4,36.1,unknown
6.3,36.1,unknown
5.9,35.4,unknown
5.3,35.4,unknown
6.5,35.2,unknown
4.9,35.0,unknown
6.9,35.0,ikan nila
5.8,34.9,unknown
7.0,34.9,ikan nila
4.7,34.7,unknown
5.7,34.6,unknown
4.9,34.5,unknown
4.9,34.0,unknown
4.6,33.6,unknown
5.8,32.8,unknown
4.8,33.5,unknown
4.9,33.4,unknown
4.8,33.0,unknown
6.9,32.5,ikan nila
6.5,32.2,ikan nila
4.7,31.8,unknown
7.5,31.2,ikan nila
5.2,31.0,unknown
5.4,31.6,unknown
4.9,32.1,unknown
4.7,32.7,unknown
5.4,32.7,unknown
7.5,33.4,ikan nila
6.2,34.1,unknown
6.2,35.1,unknown
5.8,35.3,unknown
6.0,35.3,unknown
7.4,35.4,unknown
4.8,36.2,unknown
5.3,36.4,unknown
7.2,37.0,unknown
5.1,36.8,unknown
4.8,36.3,unknown
7.1,36.1,unknown
5.3,35.9,unknown
7.0,35.9,unknown
5.0,35.8,unknown
6.2,35.7,unknown
4.6,35.3,unknown
5.4,35.1,unknown
7.4,34.9,ikan nila
6.9,34.9,ikan nila
6.2,34.8,unknown
7.4,34.6,ikan nila
6.2,34.5,unknown
5.7,34.4,unknown
5.1,34.3,unknown
6.8,34.3,ikan nila
5.7,34.2,unknown
5.2,34.0,unknown
6.5,33.8,ikan nila
5.8,32.7,unknown
4.5,32.7,unknown
7.3,32.2,ikan nila
5.2,31.8,unknown
5.9,31.5,ikan gurame
6.2,31.4,ikan lele
6.3,31.3,ikan lele
6.8,35.4,unknown
7.1,34.8,ikan nila
4.9,34.6,unknown
7.4,30.5,ikan nila
6.8,33.9,ikan nila
6.5,35.3,unknown
7.3,33.2,ikan nila
5.6,32.7,unknown
7.2,35.2,unknown
5.9,33.7,unknown
6.7,37.0,unknown
5.5,36.6,unknown
5.2,36.6,unknown
5.0,36.5,unknown
5.3,36.3,unknown
5.1,36.2,unknown
6.5,36.2,unknown
5.7,35.5,unknown
7.5,35.2,unknown
4.9,35.1,unknown
4.9,34.8,unknown
6.6,34.2,ikan nila
6.8,33.5,ikan nila
5.1,33.2,unknown
7.5,32.8,ikan nila
5.7,32.8,unknown
5.1,33.5,unknown
6.7,33.1,ikan nila
5.5,33.0,unknown
6.4,31.4,ikan lele
6.3,30.8,ikan lele
5.0,33.0,unknown
5.0,33.5,unknown
4.6,33.7,unknown
5.5,33.8,unknown
5.9,33.9,unknown
4.5,34.6,unknown
4.6,34.9,unknown
5.8,35.0,unknown
5.2,35.5,unknown
4.6,35.6,unknown
5.3,35.8,unknown
5.2,36.0,unknown
5.1,36.3,unknown
6.7,36.3,unknown
4.6,37.0,unknown
4.8,37.0,unknown
6.5,37.0,unknown
6.0,36.8,unknown
4.9,36.8,unknown
6.7,36.8,unknown
7.5,36.7,unknown
7.0,36.6,unknown
7.1,36.6,unknown
6.8,36.4,unknown
5.9,36.4,unknown
5.5,36.3,unknown
6.0,36.0,unknown
7.5,35.8,unknown
6.0,35.7,unknown
5.9,35.5,unknown
7.1,35.2,unknown
7.1,35.0,ikan nila
6.7,34.8,ikan nila
6.5,34.7,ikan nila
6.3,34.4,unknown
7.1,34.2,ikan nila
5.3,34.2,unknown
6.9,34.0,ikan nila
5.0,32.8,unknown
5.0,32.1,unknown
5.8,31.4,ikan gurame
6.0,31.2,ikan lele
5.2,30.5,unknown
5.6,30.7,ikan gurame
7.4,30.7,ikan nila
6.7,31.0,ikan nila
6.6,31.5,ikan nila
7.3,33.0,ikan nila
6.0,33.6,unknown
6.7,33.8,ikan nila
5.9,33.8,unknown
5.9,34.2,unknown
7.2,34.5,ikan nila
5.0,34.8,unknown
7.0,34.8,ikan nila
6.0,34.9,unknown
5.6,34.9,unknown
5.1,35.3,unknown
6.0,36.3,unknown
7.2,36.5,unknown
5.7,36.5,unknown
6.0,37.2,unknown
6.3,36.7,unknown
6.6,36.5,unknown
5.3,36.5,unknown
4.9,36.4,unknown
6.4,36.2,unknown
5.5,35.9,unknown
5.5,35.3,unknown
6.6,34.9,ikan nila
6.3,34.8,unknown
6.1,34.8,unknown
4.5,34.7,unknown
5.7,34.3,unknown
5.0,34.2,unknown
6.3,33.9,unknown
5.6,33.8,unknown
6.7,32.9,ikan nila
6.0,32.9,unknown
4.9,32.7,unknown
6.0,32.7,unknown
4.7,31.6,unknown
4.7,31.5,unknown
6.6,31.2,ikan nila
6.4,31.3,ikan lele
6.0,31.5,ikan lele
4.6,32.6,unknown
6.7,33.4,ikan nila
6.3,34.0,unknown
7.5,34.7,ikan nila
6.7,34.7,ikan nila
5.5,35.4,unknown
6.4,35.5,unknown
6.1,35.5,unknown
6.7,35.7,unknown
6.5,35.8,unknown
7.1,37.1,unknown
5.1,37.1,unknown
6.2,36.9,unknown
7.4,36.6,unknown
6.9,36.2,unknown
5.6,36.0,unknown
5.2,35.8,unknown
7.2,35.7,unknown
4.8,35.5,unknown
5.3,34.6,unknown
5.5,34.2,unknown
4.9,34.2,unknown
6.3,34.1,unknown
5.5,33.7,unknown
6.6,33.6,ikan nila
5.9,33.5,unknown
6.2,32.4,unknown
7.2,32.4,ikan nila
7.1,32.1,ikan nila
7.4,31.3,ikan nila
5.9,31.0,ikan gurame
5.6,32.3,unknown
5.7,33.4,unknown
7.3,33.4,ikan nila
6.6,33.8,ikan nila
6.0,34.7,unknown
6.4,34.9,unknown
6.6,37.1,unknown
4.6,36.4,unknown
7.0,35.8,unknown
5.9,35.6,unknown
5.8,35.5,unknown
4.6,35.2,unknown
5.2,34.4,unknown
4.7,34.3,unknown
4.6,34.3,unknown
7.0,34.0,ikan nila
6.2,33.8,unknown
5.8,33.7,unknown
7.2,33.5,ikan nila
6.3,33.3,unknown
7.0,32.9,ikan nila
5.9,32.8,unknown
5.4,33.4,unknown
6.7,32.8,ikan nila
6.7,32.5,ikan nila
7.2,31.1,ikan nila
7.4,31.4,ikan nila
6.3,32.3,unknown
5.0,33.4,unknown
5.1,33.8,unknown
5.2,34.1,unknown
6.5,34.1,ikan nila
6.2,34.6,unknown
6.0,34.6,unknown
5.3,35.5,unknown
7.1,35.6,unknown
6.6,36.0,unknown
6.0,37.3,unknown
4.8,37.1,unknown
7.4,37.0,unknown
6.6,36.9,unknown
5.3,36.9,unknown
6.6,36.8,unknown
4.8,36.8,unknown
5.2,36.7,unknown
4.8,36.5,unknown
6.7,36.4,unknown
5.7,35.8,unknown
7.5,35.7,unknown
6.9,35.4,unknown
6.3,35.3,unknown
5.3,35.3,unknown
6.8,35.2,unknown
7.1,35.1,unknown
6.0,35.0,unknown
6.7,34.9,ikan nila
4.9,34.9,unknown
5.5,34.8,unknown
5.1,34.6,unknown
6.9,34.5,ikan nila
6.4,34.4,unknown
6.0,33.8,unknown
5.3,33.5,unknown
5.4,33.5,unknown
6.6,32.8,ikan nila
5.7,32.1,unknown
6.3,32.0,ikan lele
6.0,32.0,ikan lele
6.4,31.0,ikan lele
6.6,31.6,ikan nila
6.4,31.8,ikan lele
4.8,33.3,unknown
7.4,35.0,ikan nila
6.9,35.2,unknown
5.5,35.7,unknown
5.4,35.9,unknown
5.3,36.6,unknown
7.0,38.4,unknown
5.4,38.6,unknown
5.8,38.2,unknown
5.0,37.7,unknown
6.5,37.6,unknown
6.2,37.4,unknown
5.5,37.3,unknown
5.6,37.1,unknown
7.0,36.9,unknown
7.1,36.9,unknown
5.0,36.8,unknown
6.0,36.7,unknown
4.6,36.7,unknown
6.9,36.6,unknown
5.6,36.2,unknown
5.8,36.0,unknown
4.7,35.8,unknown
6.4,35.8,unknown
5.5,35.5,unknown
7.3,35.5,unknown
5.0,34.9,unknown
5.6,34.8,unknown
6.3,34.3,unknown
5.2,33.7,unknown
6.2,33.7,unknown
6.2,28.9,ikan lele
5.2,28.9,unknown
5.6,28.8,ikan gurame
4.8,28.6,unknown
4.8,28.3,unknown
6.9,28.1,ikan nila
4.5,28.0,unknown
6.9,27.9,ikan nila
5.4,31.2,unknown
7.0,31.5,ikan nila
7.5,33.8,ikan nila
5.5,34.9,unknown
7.0,35.1,unknown
6.3,35.2,unknown
4.8,35.4,unknown
6.8,35.6,unknown
5.0,36.2,unknown
6.2,36.6,unknown
4.6,36.8,unknown
5.9,37.0,unknown
7.3,37.1,unknown
6.1,37.6,unknown
5.8,37.8,unknown
7.0,38.5,unknown
4.7,30.7,unknown
5.9,30.6,ikan gurame
5.2,30.4,unknown
7.2,30.3,ikan nila
4.8,29.8,unknown
7.1,29.8,ikan nila
7.3,29.6,ikan nila
7.2,29.6,ikan nila
6.5,29.5,ikan nila
7.3,29.0,ikan nila
4.7,29.0,unknown
7.2,33.6,ikan nila
7.1,33.5,ikan nila
5.2,32.6,unknown
6.3,31.2,ikan lele
7.3,33.8,ikan nila
6.3,35.1,unknown
4.7,35.6,unknown
5.2,35.9,unknown
5.5,36.2,unknown
7.1,36.3,unknown
6.0,36.6,unknown
6.3,37.0,unknown
6.8,37.0,unknown
5.3,37.5,unknown
6.9,37.8,unknown
5.0,38.2,unknown
5.1,38.3,unknown
5.9,38.5,unknown
5.7,38.3,unknown
6.8,38.1,unknown
6.5,38.1,unknown
5.7,38.0,unknown
6.1,38.0,unknown
5.1,37.9,unknown
6.6,37.8,unknown
6.0,37.8,unknown
4.8,37.4,unknown
7.4,37.3,unknown
6.7,37.2,unknown
6.0,37.1,unknown
7.1,36.5,unknown
5.8,36.1,unknown
7.4,35.9,unknown
5.2,35.7,unknown
6.6,35.6,unknown
5.2,35.4,unknown
5.9,35.3,unknown
5.1,33.7,unknown
7.0,33.1,ikan nila
5.0,32.7,unknown
7.4,32.5,ikan nila
6.5,31.9,ikan nila
7.3,31.7,ikan nila
5.4,33.0,unknown
5.6,34.7,unknown
4.9,35.3,unknown
5.4,35.8,unknown
4.6,36.3,unknown
5.7,36.4,unknown
6.1,37.3,unknown
7.4,37.4,unknown
5.8,37.9,unknown
5.8,38.1,unknown
7.4,38.3,unknown
6.4,38.5,unknown
6.6,38.5,unknown
7.0,38.2,unknown
6.9,38.1,unknown
6.2,38.0,unknown
7.2,37.8,unknown
6.4,37.7,unknown
5.6,37.6,unknown
5.8,37.6,unknown
6.2,37.5,unknown
7.1,37.4,unknown
4.8,37.3,unknown
6.9,37.1,unknown
5.9,36.0,unknown
6.6,35.4,unknown
6.7,35.4,unknown
5.6,35.2,unknown
5.4,34.8,unknown
6.4,34.7,unknown
6.1,34.6,unknown
5.3,34.3,unknown
4.6,34.2,unknown
7.1,32.4,ikan nila
5.4,31.1,unknown
5.7,31.6,ikan gurame
6.0,32.8,unknown
6.5,35.5,unknown
6.0,35.9,unknown
6.1,36.5,unknown
5.1,36.6,unknown
6.8,37.1,unknown
6.9,37.4,unknown
5.9,38.2,unknown
6.9,38.4,unknown
7.4,38.2,unknown
5.6,38.1,unknown
6.7,37.9,unknown
5.4,37.7,unknown
5.9,37.6,unknown
6.3,37.4,unknown
6.3,37.3,unknown
4.5,37.3,unknown
6.3,37.2,unknown
6.0,37.0,unknown
4.6,36.6,unknown
5.2,36.4,unknown
7.1,36.2,unknown
6.7,35.9,unknown
5.3,35.7,unknown
6.6,35.5,unknown
6.7,35.2,unknown
4.8,34.2,unknown
4.7,34.0,unknown
5.8,33.8,unknown
5.6,33.3,unknown
5.0,33.2,unknown
4.5,32.9,unknown
5.9,32.7,unknown
7.3,32.7,ikan nila
5.9,32.6,unknown
6.8,32.2,ikan nila
7.2,31.6,ikan nila
6.1,32.2,unknown
6.2,32.7,unknown
5.4,34.6,unknown
6.7,35.3,unknown
5.4,36.0,unknown
5.7,36.1,unknown
4.9,36.9,unknown
5.9,37.3,unknown
6.3,37.5,unknown
6.9,38.3,unknown
6.8,38.6,unknown
5.6,38.6,unknown
5.3,38.5,unknown
5.7,38.5,unknown
7.5,38.2,unknown
7.0,37.7,unknown
6.8,37.7,unknown
6.7,37.7,unknown
7.1,37.6,unknown
4.8,37.2,unknown
6.6,36.2,unknown
5.8,35.8,unknown
7.4,35.8,unknown
5.6,35.1,unknown
6.5,34.3,ikan nila
6.9,33.7,ikan nila
6.3,33.4,unknown
5.0,33.3,unknown
7.2,33.4,ikan nila
7.4,33.1,ikan nila
6.4,33.1,unknown
5.4,32.3,unknown
4.7,31.9,unknown
4.8,31.2,unknown
4.5,33.9,unknown
6.4,34.5,unknown
6.5,34.6,ikan nila
4.6,35.0,unknown
6.5,36.0,unknown
5.5,36.1,unknown
6.7,36.5,unknown
6.6,37.7,unknown
6.1,38.1,unknown
6.6,38.3,unknown
7.3,38.3,unknown
5.4,38.5,unknown
4.6,38.5,unknown
5.3,38.4,unknown
5.5,38.3,unknown
6.4,38.2,unknown
6.7,38.2,unknown
4.5,38.0,unknown
6.0,37.4,unknown
5.0,36.7,unknown
4.7,35.9,unknown
5.0,35.9,unknown
5.4,35.6,unknown
5.4,35.3,unknown
5.7,34.1,unknown
5.9,34.5,unknown
5.5,34.4,unknown
5.4,34.3,unknown
6.0,34.3,unknown
5.4,34.2,unknown
4.8,35.1,unknown
5.4,36.6,unknown
7.0,37.1,unknown
5.5,37.2,unknown
4.9,37.8,unknown
6.8,37.9,unknown
6.0,38.4,unknown
5.3,38.6,unknown
5.7,38.6,unknown
7.0,38.3,unknown
6.3,38.1,unknown
5.0,37.6,unknown
6.5,37.5,unknown
5.6,37.5,unknown
6.8,37.4,unknown
7.3,37.0,unknown
5.9,36.9,unknown
5.4,36.7,unknown
6.8,36.6,unknown
6.2,36.3,unknown
6.1,35.9,unknown
4.7,35.5,unknown
5.5,35.1,unknown
6.8,33.1,ikan nila
6.1,33.0,unknown
4.7,32.5,unknown
5.2,31.7,unknown
7.5,32.1,ikan nila
7.4,32.6,ikan nila
5.6,33.0,unknown
6.2,34.9,unknown
6.2,35.0,unknown
6.8,35.5,unknown
5.3,36.1,unknown
5.0,36.1,unknown
6.3,36.4,unknown
5.2,36.8,unknown
5.2,37.4,unknown
4.9,38.2,unknown
5.1,38.4,unknown
7.1,38.7,unknown
5.8,38.5,unknown
5.2,38.4,unknown
4.6,38.2,unknown
6.7,38.0,unknown
4.9,37.5,unknown
6.1,37.4,unknown
6.8,37.2,unknown
7.3,36.8,unknown
7.4,36.7,unknown
6.1,36.6,unknown
6.3,36.2,unknown
7.2,36.1,unknown
6.2,35.5,unknown
5.0,35.4,unknown
5.3,35.2,unknown
7.5,34.9,ikan nila
7.3,34.8,ikan nila
6.2,33.9,unknown
6.2,33.3,unknown
7.2,32.8,ikan nila
7.2,32.3,ikan nila
6.8,32.1,ikan nila
5.0,33.8,unknown
4.5,34.3,unknown
4.9,34.4,unknown
6.3,34.5,unknown
6.4,35.2,unknown
5.5,36.0,unknown
7.3,36.2,unknown
6.7,37.6,unknown
6.0,37.6,unknown
5.6,37.8,unknown
5.6,38.2,unknown
4.9,37.2,unknown
6.3,36.8,unknown
4.9,36.7,unknown
4.8,36.4,unknown
4.9,36.2,unknown
4.7,36.1,unknown
6.0,36.1,unknown
6.9,36.0,unknown
5.3,34.9,unknown
4.8,34.9,unknown
4.6,34.8,unknown
4.6,34.6,unknown
5.1,33.9,unknown
4.7,33.7,unknown
7.0,32.8,ikan nila
4.9,32.6,unknown
7.2,31.9,ikan nila
4.9,31.8,unknown
6.4,31.7,ikan lele
7.0,31.4,ikan nila
6.5,31.3,ikan nila
5.1,31.5,unknown
6.4,34.3,unknown
5.1,36.1,unknown
5.8,36.8,unknown
4.8,37.6,unknown
5.2,37.8,unknown
4.7,38.6,unknown
6.7,36.7,unknown
6.4,36.6,unknown
4.9,36.6,unknown
6.1,36.4,unknown
5.7,36.2,unknown
6.4,36.1,unknown
5.0,36.0,unknown
6.7,33.7,ikan nila
4.7,35.1,unknown
5.2,35.1,unknown
5.9,35.1,unknown
6.1,34.9,unknown
7.3,34.9,ikan nila
5.0,34.5,unknown
6.0,34.0,unknown
5.5,35.6,unknown
6.9,35.9,unknown
6.3,36.0,unknown
6.4,36.7,unknown
7.1,36.8,unknown
6.5,36.8,unknown
5.8,36.9,unknown
5.0,37.0,unknown
7.2,37.5,unknown
7.5,37.7,unknown
5.3,37.8,unknown
5.5,37.9,unknown
6.0,38.0,unknown
5.5,38.5,unknown
7.1,38.6,unknown
4.5,38.6,unknown
7.2,38.5,unknown
6.9,38.5,unknown
6.4,38.3,unknown
4.8,38.3,unknown
5.1,38.2,unknown
6.5,38.2,unknown
6.7,38.1,unknown
6.2,38.1,unknown
7.0,37.9,unknown
5.9,37.7,unknown
6.2,37.3,unknown
5.3,37.3,unknown
5.9,36.5,unknown
6.7,36.2,unknown
4.8,36.0,unknown
4.6,35.9,unknown
7.4,35.6,unknown
6.4,35.4,unknown
7.2,35.3,unknown
6.0,34.5,unknown
7.3,34.4,ikan nila
5.8,33.9,unknown
7.2,33.1,ikan nila
4.8,34.0,unknown
6.9,34.8,ikan nila
4.5,34.9,unknown
6.4,36.0,unknown
6.7,36.6,unknown
5.3,36.7,unknown
5.3,37.2,unknown
6.6,37.6,unknown
7.1,38.4,unknown
7.3,38.7,unknown
5.8,39.0,unknown
7.4,39.1,unknown
6.9,39.0,unknown
6.0,38.7,unknown
5.6,38.4,unknown
4.6,38.3,unknown
6.6,38.2,unknown
4.7,38.1,unknown
6.0,37.9,unknown
5.9,37.8,unknown
6.5,36.9,unknown
6.1,36.9,unknown
4.6,35.5,unknown
6.5,35.4,unknown
6.0,33.2,unknown
5.1,33.1,unknown
5.5,33.1,unknown
6.7,33.0,ikan nila
6.5,32.9,ikan nila
7.4,32.9,ikan nila
5.9,32.4,unknown
7.4,31.7,ikan nila
6.4,32.0,ikan lele
5.5,34.0,unknown
5.3,34.8,unknown
5.1,36.4,unknown
5.0,36.6,unknown
7.0,37.3,unknown
7.2,37.7,unknown
7.0,38.1,unknown
7.3,38.1,unknown
4.8,38.7,unknown
6.7,39.1,unknown
7.4,37.6,unknown
6.9,37.3,unknown
4.7,37.1,unknown
4.6,37.1,unknown
7.0,36.7,unknown
6.9,36.5,unknown
5.7,36.3,unknown
4.8,35.9,unknown
7.3,35.4,unknown
5.0,35.3,unknown
4.5,35.1,unknown
6.5,34.8,ikan nila
7.3,34.3,ikan nila
7.5,34.1,ikan nila
5.3,34.0,unknown
6.1,35.7,unknown
7.0,34.3,ikan nila
4.5,33.1,unknown
7.4,31.8,ikan nila
7.1,34.6,ikan nila
6.5,35.0,ikan nila
6.5,35.7,unknown
5.9,36.2,unknown
5.7,36.6,unknown
6.2,37.0,unknown
7.5,37.4,unknown
5.1,38.1,unknown
4.8,38.5,unknown
7.3,38.5,unknown
5.9,38.8,unknown
5.7,39.0,unknown
6.8,39.0,unknown
5.3,38.9,unknown
5.4,38.8,unknown
6.2,38.7,unknown
5.0,38.6,unknown
7.4,38.4,unknown
4.6,37.9,unknown
7.0,37.8,unknown
4.6,37.2,unknown
6.0,36.9,unknown
4.7,36.9,unknown
7.5,35.3,unknown
7.3,35.3,unknown
6.1,35.3,unknown
6.3,35.0,unknown
4.7,34.5,unknown
6.6,34.3,ikan nila
5.8,34.0,unknown
4.8,34.4,unknown
4.7,34.4,unknown
5.3,34.5,unknown
6.0,35.4,unknown
5.5,36.4,unknown
5.4,36.5,unknown
4.5,37.1,unknown
5.6,37.3,unknown
5.8,37.4,unknown
5.9,37.5,unknown
7.4,38.0,unknown
5.7,38.2,unknown
6.3,38.3,unknown
5.9,38.4,unknown
7.4,38.5,unknown
5.0,39.0,unknown
5.0,39.1,unknown
5.7,39.1,unknown
6.7,39.0,unknown
6.4,38.8,unknown
5.8,38.8,unknown
4.6,38.8,unknown
7.0,38.7,unknown
4.6,38.7,unknown
5.2,38.6,unknown
7.3,38.4,unknown
5.3,38.2,unknown
7.1,37.0,unknown
5.5,36.8,unknown
6.6,36.7,unknown
5.1,36.7,unknown
6.5,36.3,unknown
6.7,36.0,unknown
6.8,35.9,unknown
4.8,35.8,unknown
4.8,35.6,unknown
6.0,35.6,unknown
5.1,35.5,unknown
7.4,35.1,unknown
6.1,34.5,unknown
6.0,34.1,unknown
7.4,33.9,ikan nila
6.3,34.2,unknown
5.7,34.8,unknown
5.2,35.3,unknown
5.4,35.4,unknown
5.9,36.6,unknown
4.7,36.6,unknown
7.5,37.5,unknown
5.5,37.7,unknown
5.1,37.7,unknown
7.4,38.7,unknown
5.3,39.1,unknown
7.5,39.1,unknown
5.9,39.1,unknown
6.5,39.1,unknown
5.1,38.9,unknown
6.8,38.0,unknown
4.7,37.6,unknown
5.4,37.3,unknown
5.1,37.2,unknown
5.8,37.1,unknown
4.9,36.5,unknown
6.4,36.4,unknown
6.3,36.3,unknown
7.3,36.3,unknown
4.9,35.8,unknown
6.3,35.8,unknown
5.7,35.3,unknown
7.2,34.4,ikan nila
5.9,34.3,unknown
5.8,35.4,unknown
6.9,36.8,unknown
6.2,37.2,unknown
5.8,37.3,unknown
7.3,37.4,unknown
5.7,37.9,unknown
5.6,38.3,unknown
6.2,38.4,unknown
5.0,38.7,unknown
6.0,38.8,unknown
5.2,38.9,unknown
6.9,39.1,unknown
4.8,38.6,unknown
5.5,38.4,unknown
7.4,38.1,unknown
6.5,38.0,unknown
5.8,38.0,unknown
6.4,37.9,unknown
6.9,37.9,unknown
7.2,37.6,unknown
6.9,37.5,unknown
7.0,37.2,unknown
6.4,37.0,unknown
7.3,36.6,unknown
6.4,36.5,unknown
7.0,36.3,unknown
7.2,36.2,unknown
5.5,35.0,unknown
7.0,34.7,ikan nila
4.5,34.4,unknown
5.0,34.4,unknown
5.6,34.2,unknown
6.7,34.2,ikan nila
5.5,34.1,unknown
4.7,33.8,unknown
6.6,34.0,ikan nila
5.1,34.4,unknown
5.3,34.4,unknown
6.9,35.3,unknown
7.5,36.0,unknown
5.8,36.4,unknown
7.4,36.4,unknown
5.9,36.8,unknown
5.2,37.0,unknown
6.6,37.2,unknown
6.8,37.8,unknown
6.8,38.3,unknown
4.7,39.2,unknown
5.6,38.9,unknown
6.8,38.7,unknown
5.5,38.7,unknown
4.5,38.4,unknown
5.5,37.8,unknown
5.0,37.8,unknown
6.5,37.2,unknown
6.1,37.2,unknown
5.4,36.3,unknown
4.6,36.2,unknown
5.9,35.9,unknown
6.6,35.3,unknown
6.4,35.0,unknown
7.3,34.1,ikan nila
4.5,33.8,unknown
7.3,35.6,unknown
6.6,35.7,unknown
5.8,35.9,unknown
5.9,36.3,unknown
6.8,36.9,unknown
5.6,37.2,unknown
4.6,37.3,unknown
5.3,37.4,unknown
4.6,37.5,unknown
5.2,38.0,unknown
6.4,38.9,unknown
7.2,39.0,unknown
5.9,39.0,unknown
6.7,38.5,unknown
5.1,38.5,unknown
7.3,37.9,unknown
6.3,37.7,unknown
7.3,37.6,unknown
4.9,37.6,unknown
5.0,37.3,unknown
4.7,37.3,unknown
4.7,37.0,unknown
6.8,36.3,unknown
4.5,35.6,unknown
5.1,35.1,unknown
7.0,35.0,ikan nila
4.8,34.1,unknown
5.7,34.0,unknown
7.1,33.8,ikan nila
5.7,34.5,unknown
6.0,35.8,unknown
6.8,36.8,unknown
5.1,37.5,unknown
4.8,37.5,unknown
5.4,37.5,unknown
5.6,37.9,unknown
4.7,38.0,unknown
5.9,38.6,unknown
7.4,38.8,unknown
6.2,39.0,unknown
6.4,39.1,unknown
5.2,38.8,unknown
4.9,38.6,unknown
6.4,38.4,unknown
5.8,38.4,unknown
6.2,38.3,unknown
6.6,38.0,unknown
5.6,38.0,unknown
4.9,37.9,unknown
7.2,36.8,unknown
6.6,36.3,unknown
6.1,36.0,unknown
6.2,35.9,unknown
5.1,35.7,unknown
5.4,16.4,unknown
5.9,42.6,unknown
5.8,25.8,ikan gurame
6.2,37.7,unknown
7.1,21.7,ikan nila
5.6,15.5,unknown
6.2,42.8,unknown
5.7,36.8,unknown
5.5,44.4,unknown
7.1,27.7,ikan nila
5.7,27.6,ikan gurame
5.5,26.4,ikan gurame
5.5,44.8,unknown
4.8,17.8,unknown
7.2,38.0,unknown
6.1,24.5,ikan lele
7.2,18.5,unknown
5.1,44.3,unknown
7.2,42.1,unknown
7.2,34.3,ikan nila
7.4,34.3,ikan nila
5.7,35.1,unknown
6.1,45.3,unknown
5.8,28.0,ikan gurame
5.7,17.4,unknown
5.3,38.3,unknown
5.7,45.2,unknown
6.0,28.4,ikan lele
5.7,28.9,ikan gurame
6.4,20.1,ikan lele
6.1,35.2,unknown
5.6,29.9,ikan gurame
5.0,14.9,unknown
6.2,19.4,unknown
5.6,32.2,unknown
5.2,26.4,unknown
5.7,33.7,unknown
5.9,16.4,unknown
4.5,15.5,unknown
5.6,41.2,unknown
5.2,23.5,unknown
5.8,30.0,ikan gurame
5.8,43.1,unknown
4.7,22.0,unknown
6.8,24.4,ikan nila
7.4,15.9,unknown
5.8,44.0,unknown
5.6,42.4,unknown
7.0,40.8,unknown
5.9,21.6,ikan gurame
6.3,16.3,unknown
4.9,29.8,unknown
4.6,17.9,unknown
5.1,43.4,unknown
4.5,23.3,unknown
4.5,21.2,unknown
6.4,22.6,ikan lele
5.5,39.6,unknown
4.5,19.4,unknown
6.1,14.9,unknown
5.7,44.2,unknown
6.1,22.8,ikan lele
5.0,21.5,unknown
5.6,27.5,ikan gurame
6.2,44.9,unknown
7.2,41.6,unknown
5.4,22.4,unknown
5.8,27.4,ikan gurame
6.4,45.2,unknown
5.2,37.6,unknown
5.5,23.2,ikan gurame
4.6,28.4,unknown
5.5,27.1,ikan gurame
4.8,35.7,unknown
5.5,15.3,unknown
5.6,14.6,unknown
5.8,28.8,ikan gurame
5.3,16.4,unknown
6.6,37.5,unknown
7.0,30.3,ikan nila
4.9,24.2,unknown
7.1,44.6,unknown
6.6,15.5,unknown
6.0,27.8,ikan lele
6.1,45.2,unknown
5.5,24.2,ikan gurame
7.3,45.2,unknown
5.6,40.7,unknown
4.9,20.1,unknown
4.5,19.9,unknown
6.7,29.3,ikan nila
6.4,15.5,unknown
6.9,32.9,ikan nila
5.2,20.8,unknown
5.3,32.8,unknown
7.5,37.8,unknown
4.6,18.2,unknown
6.2,27.8,ikan lele
5.9,27.4,ikan gurame
6.3,43.6,unknown
5.7,22.9,ikan gurame
6.9,24.2,ikan nila
5.8,27.1,ikan gurame
5.8,23.9,ikan gurame
5.6,21.9,ikan gurame
5.8,43.2,unknown
7.3,41.2,unknown
5.7,38.8,unknown
6.4,16.1,unknown
6.7,25.2,ikan nila
6.1,24.8,ikan lele
7.4,40.8,unknown
5.3,19.6,unknown
6.0,40.9,unknown
6.9,36.4,unknown
5.8,17.9,unknown
6.9,27.1,ikan nila
7.4,40.0,unknown
7.0,16.1,unknown
5.6,18.8,unknown
5.1,37.6,unknown
4.9,22.9,unknown
7.3,44.9,unknown
7.1,43.7,unknown
6.7,42.1,unknown
4.6,38.4,unknown
6.8,16.4,unknown
4.6,40.9,unknown
6.5,23.8,ikan nila
4.6,44.6,unknown
5.8,27.2,ikan gurame
6.4,44.1,unknown
6.0,28.1,ikan lele
5.8,20.0,ikan gurame
4.5,21.1,unknown
7.2,29.4,ikan nila
6.4,30.2,ikan lele
5.0,42.5,unknown
6.2,42.4,unknown
5.6,41.3,unknown
