ph,temp,type,label
8.0,22.2,ikan nila,kurang optimal
7.4,22.0,ikan nila,kurang optimal
8.4,21.3,ikan nila,kurang optimal
8.0,21.3,ikan nila,kurang optimal
7.4,22.1,ikan nila,kurang optimal
9.0,22.1,ikan nila,kurang optimal
8.4,22.6,ikan nila,kurang optimal
8.3,22.8,ikan nila,kurang optimal
8.9,22.9,ikan nila,kurang optimal
8.7,23.1,ikan nila,kurang optimal
7.9,23.1,ikan nila,kurang optimal
7.5,23.1,ikan nila,kurang optimal
8.4,24.3,ikan nila,kurang optimal
8.9,25.1,ikan nila,kurang optimal
8.8,25.8,ikan nila,kurang optimal
8.3,26.1,ikan nila,optimal
8.4,25.5,ikan nila,optimal
7.5,25.4,ikan nila,optimal
8.6,25.0,ikan nila,kurang optimal
8.2,24.7,ikan nila,kurang optimal
8.6,24.2,ikan nila,kurang optimal
8.1,24.1,ikan nila,kurang optimal
8.4,24.1,ikan nila,kurang optimal
8.0,23.4,ikan nila,kurang optimal
8.5,23.1,ikan nila,kurang optimal
7.8,22.6,ikan nila,kurang optimal
8.0,22.6,ikan nila,kurang optimal
8.7,22.6,ikan nila,kurang optimal
7.4,22.5,ikan nila,kurang optimal
8.7,22.0,ikan nila,kurang optimal
7.9,21.6,ikan nila,kurang optimal
8.4,21.4,ikan nila,kurang optimal
8.7,21.3,ikan nila,kurang optimal
9.0,21.7,ikan nila,kurang optimal
8.5,21.8,ikan nila,kurang optimal
8.3,22.1,ikan nila,kurang optimal
9.0,23.2,ikan nila,kurang optimal
7.9,23.4,ikan nila,kurang optimal
8.2,24.1,ikan nila,kurang optimal
8.6,24.7,ikan nila,kurang optimal
7.8,25.7,ikan nila,optimal
9.0,25.8,ikan nila,kurang optimal
8.6,26.0,ikan nila,kurang optimal
8.9,25.9,ikan nila,kurang optimal
8.6,25.8,ikan nila,kurang optimal
8.8,24.6,ikan nila,kurang optimal
7.7,24.3,ikan nila,kurang optimal
8.7,23.8,ikan nila,kurang optimal
7.8,23.8,ikan nila,kurang optimal
7.5,23.4,ikan nila,kurang optimal
8.4,22.4,ikan nila,kurang optimal
8.1,22.2,ikan nila,kurang optimal
7.4,21.4,ikan nila,kurang optimal
8.5,22.1,ikan nila,kurang optimal
7.4,23.2,ikan nila,kurang optimal
8.1,23.3,ikan nila,kurang optimal
8.0,24.4,ikan nila,kurang optimal
7.9,25.3,ikan nila,optimal
8.2,25.4,ikan nila,optimal
7.4,26.3,ikan nila,optimal
7.8,26.3,ikan nila,optimal
7.9,26.3,ikan nila,optimal
8.7,26.2,ikan nila,kurang optimal
7.7,25.8,ikan nila,optimal
7.9,24.7,ikan nila,kurang optimal
8.0,24.2,ikan nila,kurang optimal
8.7,24.1,ikan nila,kurang optimal
8.2,23.9,ikan nila,kurang optimal
8.7,23.5,ikan nila,kurang optimal
9.0,24.2,ikan nila,kurang optimal
8.1,23.4,ikan nila,kurang optimal
8.2,22.8,ikan nila,kurang optimal
7.4,22.6,ikan nila,kurang optimal
7.4,22.4,ikan nila,kurang optimal
7.4,22.3,ikan nila,kurang optimal
9.0,22.5,ikan nila,kurang optimal
8.7,22.5,ikan nila,kurang optimal
8.3,23.3,ikan nila,kurang optimal
7.6,23.4,ikan nila,kurang optimal
9.0,23.5,ikan nila,kurang optimal
9.0,23.7,ikan nila,kurang optimal
8.9,23.8,ikan nila,kurang optimal
7.6,25.6,ikan nila,optimal
8.2,26.7,ikan nila,optimal
7.5,26.7,ikan nila,optimal
7.5,27.2,ikan nila,optimal
9.0,27.2,ikan nila,kurang optimal
7.9,27.3,ikan nila,optimal
7.5,27.3,ikan nila,optimal
8.2,27.2,ikan nila,optimal
8.8,27.2,ikan nila,kurang optimal
8.9,27.1,ikan nila,kurang optimal
8.4,26.9,ikan nila,optimal
9.0,26.9,ikan nila,kurang optimal
9.0,26.6,ikan nila,kurang optimal
8.7,26.4,ikan nila,kurang optimal
8.5,26.0,ikan nila,optimal
8.8,25.3,ikan nila,kurang optimal
8.8,25.2,ikan nila,kurang optimal
8.6,24.9,ikan nila,kurang optimal
7.8,24.0,ikan nila,kurang optimal
8.6,24.0,ikan nila,kurang optimal
8.4,23.7,ikan nila,kurang optimal
7.9,23.5,ikan nila,kurang optimal
8.9,23.3,ikan nila,kurang optimal
8.9,22.8,ikan nila,kurang optimal
7.6,26.2,ikan nila,optimal
7.7,27.4,ikan nila,optimal
8.1,27.7,ikan nila,optimal
8.4,27.7,ikan nila,optimal
8.3,27.8,ikan nila,optimal
7.4,27.9,ikan nila,optimal
7.5,27.9,ikan nila,optimal
8.8,27.7,ikan nila,kurang optimal
7.5,27.7,ikan nila,optimal
8.2,27.1,ikan nila,optimal
8.4,27.1,ikan nila,optimal
7.7,27.0,ikan nila,optimal
7.7,26.7,ikan nila,optimal
8.7,26.5,ikan nila,kurang optimal
7.4,26.2,ikan nila,optimal
7.9,25.4,ikan nila,optimal
9.0,25.3,ikan nila,kurang optimal
8.9,25.3,ikan nila,kurang optimal
8.3,25.3,ikan nila,optimal
9.0,24.9,ikan nila,kurang optimal
7.8,25.9,ikan nila,optimal
7.5,25.5,ikan nila,optimal
7.4,24.8,ikan nila,kurang optimal
8.0,24.6,ikan nila,kurang optimal
7.3,24.6,ikan nila,kurang optimal
7.3,24.4,ikan nila,kurang optimal
8.3,24.5,ikan nila,kurang optimal
8.4,25.2,ikan nila,optimal
8.0,26.1,ikan nila,optimal
8.0,26.5,ikan nila,optimal
7.9,26.7,ikan nila,optimal
8.7,27.5,ikan nila,kurang optimal
8.4,27.6,ikan nila,optimal
8.5,27.6,ikan nila,optimal
7.9,27.7,ikan nila,optimal
7.5,28.6,ikan nila,optimal
7.7,29.1,ikan nila,optimal
8.6,29.3,ikan nila,kurang optimal
8.8,29.8,ikan nila,kurang optimal
7.9,29.8,ikan nila,optimal
7.5,30.1,ikan nila,kurang optimal
7.4,30.1,ikan nila,kurang optimal
8.1,29.9,ikan nila,optimal
8.5,29.8,ikan nila,optimal
7.8,29.8,ikan nila,optimal
7.3,29.7,ikan nila,optimal
7.8,29.7,ikan nila,optimal
8.1,29.3,ikan nila,optimal
7.5,29.1,ikan nila,optimal
8.2,28.9,ikan nila,optimal
8.7,28.6,ikan nila,kurang optimal
7.4,28.4,ikan nila,optimal
8.0,28.3,ikan nila,optimal
7.6,28.3,ikan nila,optimal
8.2,27.3,ikan nila,optimal
8.6,26.7,ikan nila,kurang optimal
8.1,26.7,ikan nila,optimal
8.5,26.6,ikan nila,optimal
8.0,26.3,ikan nila,optimal
8.5,26.1,ikan nila,optimal
8.1,26.0,ikan nila,optimal
8.2,26.0,ikan nila,optimal
8.2,25.9,ikan nila,optimal
8.3,25.7,ikan nila,optimal
8.2,25.1,ikan nila,optimal
7.7,24.7,ikan nila,kurang optimal
7.5,24.5,ikan nila,kurang optimal
8.7,24.7,ikan nila,kurang optimal
8.5,24.9,ikan nila,kurang optimal
8.1,25.8,ikan nila,optimal
7.5,26.9,ikan nila,optimal
7.3,27.1,ikan nila,optimal
8.0,27.9,ikan nila,optimal
8.3,28.0,ikan nila,optimal
8.9,28.1,ikan nila,kurang optimal
7.6,28.1,ikan nila,optimal
8.4,28.6,ikan nila,optimal
5.6,30.6,ikan gurame,kurang optimal
6.6,33.0,ikan nila,kurang optimal
6.3,31.9,ikan lele,kurang optimal
6.6,34.6,ikan nila,kurang optimal
5.6,24.0,ikan gurame,kurang optimal
6.6,25.2,ikan nila,optimal
6.0,25.2,ikan lele,kurang optimal
6.4,24.6,ikan lele,kurang optimal
5.9,24.5,ikan gurame,kurang optimal
7.0,24.4,ikan nila,kurang optimal
7.1,24.1,ikan nila,kurang optimal
6.5,23.9,ikan nila,kurang optimal
7.2,23.5,ikan nila,kurang optimal
5.5,23.1,ikan gurame,kurang optimal
5.9,23.0,ikan gurame,kurang optimal
6.5,22.9,ikan nila,kurang optimal
6.3,22.7,ikan lele,kurang optimal
6.1,22.4,ikan lele,kurang optimal
5.6,22.4,ikan gurame,kurang optimal
5.9,22.2,ikan gurame,kurang optimal
7.1,21.9,ikan nila,kurang optimal
7.2,21.8,ikan nila,kurang optimal
6.6,22.0,ikan nila,kurang optimal
5.8,22.2,ikan gurame,kurang optimal
6.6,22.2,ikan nila,kurang optimal
6.9,22.7,ikan nila,kurang optimal
7.3,23.2,ikan nila,kurang optimal
6.9,23.3,ikan nila,kurang optimal
6.7,23.4,ikan nila,kurang optimal
6.8,23.7,ikan nila,kurang optimal
6.4,23.9,ikan lele,kurang optimal
6.3,25.0,ikan lele,kurang optimal
6.5,25.1,ikan nila,optimal
6.4,25.5,ikan lele,kurang optimal
5.7,25.9,ikan gurame,kurang optimal
5.5,26.3,ikan gurame,kurang optimal
6.3,26.3,ikan lele,kurang optimal
5.8,26.3,ikan gurame,kurang optimal
5.5,26.5,ikan gurame,kurang optimal
6.0,26.6,ikan lele,kurang optimal
6.6,26.9,ikan nila,optimal
6.7,27.0,ikan nila,optimal
7.2,26.9,ikan nila,optimal
5.8,26.9,ikan gurame,kurang optimal
7.3,26.9,ikan nila,optimal
6.2,26.7,ikan lele,kurang optimal
5.5,26.6,ikan gurame,kurang optimal
6.6,26.3,ikan nila,optimal
5.6,26.0,ikan gurame,kurang optimal
6.1,25.4,ikan lele,kurang optimal
6.2,25.3,ikan lele,kurang optimal
6.8,25.2,ikan nila,optimal
5.5,25.1,ikan gurame,kurang optimal
6.0,25.0,ikan lele,kurang optimal
6.9,24.7,ikan nila,kurang optimal
5.5,24.5,ikan gurame,kurang optimal
6.0,24.4,ikan lele,kurang optimal
7.1,24.4,ikan nila,kurang optimal
7.1,23.5,ikan nila,kurang optimal
7.3,23.6,ikan nila,kurang optimal
6.7,23.2,ikan nila,kurang optimal
7.1,23.2,ikan nila,kurang optimal
5.8,22.9,ikan gurame,kurang optimal
7.3,22.9,ikan nila,kurang optimal
6.2,22.6,ikan lele,kurang optimal
6.0,22.5,ikan lele,kurang optimal
7.1,22.5,ikan nila,kurang optimal
5.9,22.3,ikan gurame,kurang optimal
6.2,22.2,ikan lele,kurang optimal
7.5,21.9,ikan nila,kurang optimal
7.4,22.7,ikan nila,kurang optimal
7.0,22.8,ikan nila,kurang optimal
5.8,23.2,ikan gurame,kurang optimal
6.2,23.8,ikan lele,kurang optimal
6.6,23.9,ikan nila,kurang optimal
6.4,25.0,ikan lele,kurang optimal
6.4,25.4,ikan lele,kurang optimal
7.4,25.6,ikan nila,optimal
6.5,26.1,ikan nila,optimal
7.5,26.3,ikan nila,optimal
5.6,26.6,ikan gurame,kurang optimal
6.9,26.1,ikan nila,optimal
6.3,25.9,ikan lele,kurang optimal
6.7,25.7,ikan nila,optimal
6.3,25.5,ikan lele,kurang optimal
5.8,25.4,ikan gurame,kurang optimal
7.2,24.9,ikan nila,kurang optimal
7.4,24.9,ikan nila,kurang optimal
7.2,24.6,ikan nila,kurang optimal
5.8,24.5,ikan gurame,kurang optimal
7.0,24.5,ikan nila,kurang optimal
6.0,24.5,ikan lele,kurang optimal
6.3,24.0,ikan lele,kurang optimal
5.5,23.8,ikan gurame,kurang optimal
7.0,23.6,ikan nila,kurang optimal
6.4,23.6,ikan lele,kurang optimal
6.6,23.4,ikan nila,kurang optimal
6.8,22.9,ikan nila,kurang optimal
6.2,22.5,ikan lele,kurang optimal
6.2,22.4,ikan lele,kurang optimal
6.1,22.0,ikan lele,kurang optimal
5.7,22.3,ikan gurame,kurang optimal
5.6,23.2,ikan gurame,kurang optimal
5.6,24.3,ikan gurame,kurang optimal
6.8,24.7,ikan nila,kurang optimal
6.7,25.1,ikan nila,optimal
7.3,25.1,ikan nila,optimal
6.1,25.1,ikan lele,kurang optimal
6.3,25.4,ikan lele,kurang optimal
5.8,25.7,ikan gurame,kurang optimal
6.6,25.8,ikan nila,optimal
7.0,25.9,ikan nila,optimal
5.7,26.3,ikan gurame,kurang optimal
6.1,26.2,ikan lele,kurang optimal
6.0,25.9,ikan lele,kurang optimal
6.7,25.8,ikan nila,optimal
6.8,25.1,ikan nila,optimal
5.5,24.8,ikan gurame,kurang optimal
6.3,24.7,ikan lele,kurang optimal
5.7,24.5,ikan gurame,kurang optimal
7.2,24.5,ikan nila,kurang optimal
6.1,24.3,ikan lele,kurang optimal
7.3,23.9,ikan nila,kurang optimal
6.2,23.7,ikan lele,kurang optimal
6.1,23.4,ikan lele,kurang optimal
7.1,23.1,ikan nila,kurang optimal
6.6,22.5,ikan nila,kurang optimal
5.8,22.5,ikan gurame,kurang optimal
6.7,21.9,ikan nila,kurang optimal
5.5,21.9,ikan gurame,kurang optimal
7.2,22.6,ikan nila,kurang optimal
6.0,23.2,ikan lele,kurang optimal
6.5,23.2,ikan nila,kurang optimal
7.2,23.3,ikan nila,kurang optimal
6.3,23.7,ikan lele,kurang optimal
6.1,25.5,ikan lele,kurang optimal
6.6,25.7,ikan nila,optimal
6.8,26.4,ikan nila,optimal
6.2,26.8,ikan lele,kurang optimal
7.2,26.5,ikan nila,optimal
6.9,26.3,ikan nila,optimal
5.9,25.7,ikan gurame,kurang optimal
5.7,25.6,ikan gurame,kurang optimal
5.7,25.4,ikan gurame,kurang optimal
5.5,25.0,ikan gurame,kurang optimal
7.0,24.8,ikan nila,kurang optimal
6.4,24.7,ikan lele,kurang optimal
5.7,24.6,ikan gurame,kurang optimal
5.8,24.6,ikan gurame,kurang optimal
6.0,24.6,ikan lele,kurang optimal
6.0,24.0,ikan lele,kurang optimal
5.5,24.0,ikan gurame,kurang optimal
7.0,23.9,ikan nila,kurang optimal
5.5,23.6,ikan gurame,kurang optimal
6.3,23.2,ikan lele,kurang optimal
6.2,23.0,ikan lele,kurang optimal
7.5,22.5,ikan nila,kurang optimal
7.0,22.1,ikan nila,kurang optimal
7.1,21.8,ikan nila,kurang optimal
5.7,22.4,ikan gurame,kurang optimal
6.8,22.6,ikan nila,kurang optimal
6.5,22.7,ikan nila,kurang optimal
5.6,23.5,ikan gurame,kurang optimal
6.8,23.9,ikan nila,kurang optimal
6.6,24.1,ikan nila,kurang optimal
7.0,25.4,ikan nila,optimal
7.3,26.4,ikan nila,optimal
5.9,26.4,ikan gurame,kurang optimal
7.1,26.5,ikan nila,optimal
6.0,26.7,ikan lele,kurang optimal
6.1,26.6,ikan lele,kurang optimal
7.3,26.2,ikan nila,optimal
7.1,25.8,ikan nila,optimal
6.9,25.8,ikan nila,optimal
6.5,25.6,ikan nila,optimal
6.0,25.6,ikan lele,kurang optimal
5.8,25.6,ikan gurame,kurang optimal
7.3,25.5,ikan nila,optimal
5.7,25.2,ikan gurame,kurang optimal
7.2,24.7,ikan nila,kurang optimal
5.9,24.6,ikan gurame,kurang optimal
5.7,24.4,ikan gurame,kurang optimal
7.1,24.2,ikan nila,kurang optimal
6.9,23.9,ikan nila,kurang optimal
5.8,23.8,ikan gurame,kurang optimal
6.8,23.5,ikan nila,kurang optimal
7.2,23.1,ikan nila,kurang optimal
6.3,22.8,ikan lele,kurang optimal
6.1,22.7,ikan lele,kurang optimal
6.5,22.6,ikan nila,kurang optimal
5.7,22.2,ikan gurame,kurang optimal
5.9,21.9,ikan gurame,kurang optimal
7.1,22.4,ikan nila,kurang optimal
5.5,22.7,ikan gurame,kurang optimal
7.2,23.2,ikan nila,kurang optimal
5.7,23.9,ikan gurame,kurang optimal
7.4,24.3,ikan nila,kurang optimal
6.6,24.4,ikan nila,kurang optimal
7.1,24.6,ikan nila,kurang optimal
6.5,24.8,ikan nila,kurang optimal
5.7,25.0,ikan gurame,kurang optimal
5.9,25.3,ikan gurame,kurang optimal
6.9,25.7,ikan nila,optimal
5.8,26.0,ikan gurame,kurang optimal
7.0,26.3,ikan nila,optimal
6.7,26.5,ikan nila,optimal
6.4,26.6,ikan lele,kurang optimal
5.7,26.9,ikan gurame,kurang optimal
6.7,26.9,ikan nila,optimal
7.1,26.7,ikan nila,optimal
7.4,26.6,ikan nila,optimal
7.3,26.3,ikan nila,optimal
7.1,25.9,ikan nila,optimal
5.6,25.8,ikan gurame,kurang optimal
5.6,25.7,ikan gurame,kurang optimal
6.8,25.4,ikan nila,optimal
7.0,25.3,ikan nila,optimal
6.1,25.2,ikan lele,kurang optimal
5.6,24.8,ikan gurame,kurang optimal
5.6,24.7,ikan gurame,kurang optimal
7.0,24.6,ikan nila,kurang optimal
5.8,24.1,ikan gurame,kurang optimal
6.2,24.3,ikan lele,kurang optimal
6.0,23.8,ikan lele,kurang optimal
7.2,23.7,ikan nila,kurang optimal
5.7,23.0,ikan gurame,kurang optimal
6.8,24.0,ikan nila,kurang optimal
6.2,24.1,ikan lele,kurang optimal
6.0,24.3,ikan lele,kurang optimal
7.5,24.7,ikan nila,kurang optimal
6.3,26.5,ikan lele,kurang optimal
6.8,26.6,ikan nila,optimal
5.5,26.8,ikan gurame,kurang optimal
7.3,27.3,ikan nila,optimal
5.5,27.9,ikan gurame,kurang optimal
5.8,27.9,ikan gurame,kurang optimal
5.7,28.0,ikan gurame,kurang optimal
6.3,27.8,ikan lele,kurang optimal
5.6,27.8,ikan gurame,kurang optimal
6.4,27.7,ikan lele,kurang optimal
6.6,27.6,ikan nila,optimal
7.1,27.3,ikan nila,optimal
6.4,26.7,ikan lele,kurang optimal
6.0,26.3,ikan lele,kurang optimal
6.3,26.2,ikan lele,kurang optimal
6.6,26.1,ikan nila,optimal
5.9,26.0,ikan gurame,kurang optimal
5.5,26.0,ikan gurame,kurang optimal
7.0,25.7,ikan nila,optimal
6.0,25.1,ikan lele,kurang optimal
5.9,25.1,ikan gurame,kurang optimal
6.6,24.6,ikan nila,kurang optimal
6.3,24.5,ikan lele,kurang optimal
7.2,24.1,ikan nila,kurang optimal
6.3,23.9,ikan lele,kurang optimal
6.3,23.8,ikan lele,kurang optimal
6.9,23.4,ikan nila,kurang optimal
6.1,24.9,ikan lele,kurang optimal
6.7,25.3,ikan nila,optimal
5.9,25.5,ikan gurame,kurang optimal
7.3,25.8,ikan nila,optimal
6.6,25.9,ikan nila,optimal
6.0,26.1,ikan lele,kurang optimal
7.4,26.7,ikan nila,optimal
7.2,27.5,ikan nila,optimal
6.3,27.7,ikan lele,kurang optimal
6.1,28.1,ikan lele,kurang optimal
7.1,28.4,ikan nila,optimal
5.5,28.4,ikan gurame,kurang optimal
5.5,27.8,ikan gurame,kurang optimal
7.2,26.8,ikan nila,optimal
6.5,26.7,ikan nila,optimal
7.1,26.3,ikan nila,optimal
5.8,26.2,ikan gurame,kurang optimal
5.6,25.9,ikan gurame,kurang optimal
6.7,25.9,ikan nila,optimal
6.0,25.8,ikan lele,kurang optimal
6.5,25.5,ikan nila,optimal
6.8,25.0,ikan nila,optimal
5.8,25.0,ikan gurame,kurang optimal
5.7,24.9,ikan gurame,kurang optimal
5.7,26.5,ikan gurame,kurang optimal
6.2,26.4,ikan lele,kurang optimal
5.9,26.3,ikan gurame,kurang optimal
6.3,26.1,ikan lele,kurang optimal
6.8,25.8,ikan nila,optimal
7.2,25.2,ikan nila,optimal
6.9,25.1,ikan nila,optimal
5.5,26.1,ikan gurame,kurang optimal
6.9,26.2,ikan nila,optimal
6.6,26.6,ikan nila,optimal
6.4,27.1,ikan lele,kurang optimal
6.8,28.2,ikan nila,optimal
7.0,28.4,ikan nila,optimal
7.0,28.7,ikan nila,optimal
7.4,29.4,ikan nila,optimal
7.2,29.8,ikan nila,optimal
6.4,30.1,ikan lele,kurang optimal
6.3,30.5,ikan lele,kurang optimal
5.7,30.9,ikan gurame,kurang optimal
6.3,30.6,ikan lele,kurang optimal
7.4,30.4,ikan nila,kurang optimal
6.6,29.8,ikan nila,optimal
6.5,29.7,ikan nila,optimal
5.7,29.6,ikan gurame,kurang optimal
6.8,29.1,ikan nila,optimal
5.8,29.0,ikan gurame,kurang optimal
7.3,28.0,ikan nila,optimal
6.8,27.6,ikan nila,optimal
7.1,27.4,ikan nila,optimal
5.9,27.3,ikan gurame,kurang optimal
6.1,27.3,ikan lele,kurang optimal
7.2,27.1,ikan nila,optimal
7.4,27.1,ikan nila,optimal
5.5,26.9,ikan gurame,kurang optimal
6.0,26.8,ikan lele,kurang optimal
5.5,26.7,ikan gurame,kurang optimal
6.9,26.6,ikan nila,optimal
6.4,26.3,ikan lele,kurang optimal
5.5,25.9,ikan gurame,kurang optimal
6.3,25.3,ikan lele,kurang optimal
5.8,25.1,ikan gurame,kurang optimal
6.3,26.4,ikan lele,kurang optimal
6.2,28.2,ikan lele,kurang optimal
6.0,28.6,ikan lele,kurang optimal
5.7,28.7,ikan gurame,kurang optimal
6.2,28.7,ikan lele,kurang optimal
6.1,28.8,ikan lele,kurang optimal
6.0,28.8,ikan lele,kurang optimal
6.0,28.9,ikan lele,kurang optimal
6.7,29.7,ikan nila,optimal
5.6,31.1,ikan gurame,kurang optimal
6.6,30.5,ikan nila,kurang optimal
5.9,29.7,ikan gurame,kurang optimal
6.0,29.4,ikan lele,kurang optimal
5.6,27.1,ikan gurame,kurang optimal
5.6,26.5,ikan gurame,kurang optimal
5.5,25.8,ikan gurame,kurang optimal
6.5,27.4,ikan nila,optimal
5.9,29.1,ikan gurame,kurang optimal
5.9,29.8,ikan gurame,kurang optimal
6.3,31.5,ikan lele,kurang optimal
5.5,31.9,ikan gurame,kurang optimal
7.1,32.6,ikan nila,kurang optimal
6.3,30.1,ikan lele,kurang optimal
7.0,31.9,ikan nila,kurang optimal
6.4,30.8,ikan lele,kurang optimal
5.7,31.5,ikan gurame,kurang optimal
6.8,31.2,ikan nila,kurang optimal
5.5,28.3,ikan gurame,kurang optimal
7.4,27.7,ikan nila,optimal
6.8,30.4,ikan nila,kurang optimal
5.9,31.4,ikan gurame,kurang optimal
6.2,28.8,ikan lele,kurang optimal
5.6,28.2,ikan gurame,kurang optimal
6.1,31.7,ikan lele,kurang optimal
7.2,32.9,ikan nila,kurang optimal
7.4,31.1,ikan nila,kurang optimal
6.0,30.7,ikan lele,kurang optimal
7.0,30.1,ikan nila,kurang optimal
5.7,29.8,ikan gurame,kurang optimal
5.8,28.9,ikan gurame,kurang optimal
5.6,27.7,ikan gurame,kurang optimal
7.5,29.7,ikan nila,optimal
7.4,29.9,ikan nila,optimal
6.9,33.2,ikan nila,kurang optimal
6.6,31.3,ikan nila,kurang optimal
6.6,29.5,ikan nila,optimal
5.7,27.0,ikan gurame,kurang optimal
7.0,32.0,ikan nila,kurang optimal
6.7,27.6,ikan nila,optimal
7.1,27.8,ikan nila,optimal
6.4,27.9,ikan lele,kurang optimal
5.9,29.4,ikan gurame,kurang optimal
6.2,30.9,ikan lele,kurang optimal
6.0,31.1,ikan lele,kurang optimal
6.7,32.3,ikan nila,kurang optimal
6.5,31.2,ikan nila,kurang optimal
6.4,28.8,ikan lele,kurang optimal
7.3,28.6,ikan nila,optimal
6.4,29.5,ikan lele,kurang optimal
6.7,28.6,ikan nila,optimal
6.4,28.6,ikan lele,kurang optimal
6.8,28.6,ikan nila,optimal
5.8,28.4,ikan gurame,kurang optimal
6.4,28.3,ikan lele,kurang optimal
6.0,28.5,ikan lele,kurang optimal
5.8,28.7,ikan gurame,kurang optimal
6.4,29.0,ikan lele,kurang optimal
6.4,29.1,ikan lele,kurang optimal
6.8,29.6,ikan nila,optimal
6.8,29.7,ikan nila,optimal
5.5,30.7,ikan gurame,kurang optimal
6.9,30.8,ikan nila,kurang optimal
6.8,31.0,ikan nila,kurang optimal
5.6,32.0,ikan gurame,kurang optimal
6.7,31.8,ikan nila,kurang optimal
6.0,31.7,ikan lele,kurang optimal
6.8,31.3,ikan nila,kurang optimal
7.0,31.2,ikan nila,kurang optimal
5.7,31.2,ikan gurame,kurang optimal
6.2,31.0,ikan lele,kurang optimal
5.9,30.9,ikan gurame,kurang optimal
5.8,30.8,ikan gurame,kurang optimal
6.2,30.7,ikan lele,kurang optimal
5.5,30.4,ikan gurame,kurang optimal
6.9,30.1,ikan nila,kurang optimal
7.2,29.5,ikan nila,optimal
5.7,29.3,ikan gurame,kurang optimal
7.4,29.2,ikan nila,optimal
6.0,29.1,ikan lele,kurang optimal
5.7,28.2,ikan gurame,kurang optimal
7.3,27.9,ikan nila,optimal
6.5,31.1,ikan nila,kurang optimal
5.8,31.3,ikan gurame,kurang optimal
5.6,31.7,ikan gurame,kurang optimal
6.3,31.8,ikan lele,kurang optimal
6.8,32.0,ikan nila,kurang optimal
6.8,33.2,ikan nila,kurang optimal
6.8,33.7,ikan nila,kurang optimal
7.0,32.5,ikan nila,kurang optimal
7.4,32.4,ikan nila,kurang optimal
6.6,32.2,ikan nila,kurang optimal
6.9,32.0,ikan nila,kurang optimal
6.8,31.5,ikan nila,kurang optimal
5.9,31.1,ikan gurame,kurang optimal
7.4,30.8,ikan nila,kurang optimal
6.3,30.7,ikan lele,kurang optimal
6.1,30.7,ikan lele,kurang optimal
6.8,30.2,ikan nila,kurang optimal
7.0,27.9,ikan nila,optimal
6.4,29.3,ikan lele,kurang optimal
6.7,29.5,ikan nila,optimal
5.7,30.1,ikan gurame,kurang optimal
6.9,30.6,ikan nila,kurang optimal
5.7,30.7,ikan gurame,kurang optimal
6.3,31.4,ikan lele,kurang optimal
6.2,31.7,ikan lele,kurang optimal
6.6,32.4,ikan nila,kurang optimal
6.7,32.2,ikan nila,kurang optimal
6.7,32.1,ikan nila,kurang optimal
6.6,31.8,ikan nila,kurang optimal
6.8,31.6,ikan nila,kurang optimal
6.9,31.5,ikan nila,kurang optimal
5.7,31.0,ikan gurame,kurang optimal
5.8,30.7,ikan gurame,kurang optimal
5.9,30.3,ikan gurame,kurang optimal
5.5,29.5,ikan gurame,kurang optimal
6.5,29.3,ikan nila,optimal
5.7,29.1,ikan gurame,kurang optimal
6.9,29.1,ikan nila,optimal
6.7,30.0,ikan nila,optimal
7.3,30.1,ikan nila,kurang optimal
7.0,30.5,ikan nila,kurang optimal
6.5,31.4,ikan nila,kurang optimal
6.6,31.4,ikan nila,kurang optimal
5.8,31.5,ikan gurame,kurang optimal
7.3,32.5,ikan nila,kurang optimal
5.6,31.6,ikan gurame,kurang optimal
6.3,31.0,ikan lele,kurang optimal
6.7,30.5,ikan nila,kurang optimal
6.0,30.2,ikan lele,kurang optimal
6.1,30.1,ikan lele,kurang optimal
6.4,30.0,ikan lele,kurang optimal
6.2,29.6,ikan lele,kurang optimal
6.7,29.4,ikan nila,optimal
6.1,29.3,ikan lele,kurang optimal
5.5,29.3,ikan gurame,kurang optimal
5.7,29.0,ikan gurame,kurang optimal
5.8,28.6,ikan gurame,kurang optimal
7.3,29.8,ikan nila,optimal
6.6,32.3,ikan nila,kurang optimal
6.5,32.0,ikan nila,kurang optimal
7.3,31.8,ikan nila,kurang optimal
6.5,31.5,ikan nila,kurang optimal
6.6,30.8,ikan nila,kurang optimal
6.9,29.7,ikan nila,optimal
6.9,29.5,ikan nila,optimal
7.1,29.3,ikan nila,optimal
5.5,28.5,ikan gurame,kurang optimal
5.5,28.7,ikan gurame,kurang optimal
5.6,28.7,ikan gurame,kurang optimal
5.6,29.5,ikan gurame,kurang optimal
6.0,30.1,ikan lele,kurang optimal
5.7,30.6,ikan gurame,kurang optimal
7.1,30.9,ikan nila,kurang optimal
7.2,32.5,ikan nila,kurang optimal
6.8,31.9,ikan nila,kurang optimal
6.8,31.8,ikan nila,kurang optimal
5.5,31.5,ikan gurame,kurang optimal
7.0,30.8,ikan nila,kurang optimal
6.9,30.7,ikan nila,kurang optimal
6.8,29.9,ikan nila,optimal
5.7,29.5,ikan gurame,kurang optimal
7.4,29.5,ikan nila,optimal
7.0,29.3,ikan nila,optimal
5.9,28.8,ikan gurame,kurang optimal
7.1,28.7,ikan nila,optimal
6.5,28.5,ikan nila,optimal
6.6,28.6,ikan nila,optimal
6.5,29.8,ikan nila,optimal
7.4,31.2,ikan nila,kurang optimal
