Date;Time;PH;TEMP
25/06/2022;19:00:00;535.308;3.678.119
25/06/2022;19:20:00;549.866;4.427.396
25/06/2022;19:40:00;718.732;3.349.967
25/06/2022;20:00:00;549.687;2.978.173
25/06/2022;20:20:00;538.363;4.226.411
25/06/2022;20:40:00;51.003;3.407.913
25/06/2022;21:00:00;512.433;3.332.748
25/06/2022;21:20:00;624.144;1.806.699
25/06/2022;21:40:00;694.603;3.786.211
25/06/2022;22:00:00;484.049;3.274.802
25/06/2022;22:20:00;602.151;3.561.058
25/06/2022;22:40:00;653.806;4.252.015
25/06/2022;23:00:00;612.674;3.305.919
25/06/2022;23:20:00;51.314;3.111.444
25/06/2022;23:40:00;52.481;3.104.639
25/06/2022;00:00:00;653.613;1.741.704
25/06/2022;00:20:00;689.907;2.804.584
25/06/2022;00:40:00;525.304;27.694
25/06/2022;01:00:00;619.876;4.052.511
25/06/2022;01:20:00;556.924;2.973.536
25/06/2022;01:40:00;466.496;374.587
25/06/2022;02:00:00;475.533;2.906.466
25/06/2022;02:20:00;724.785;3.183.868
25/06/2022;02:40:00;613.681;2.154.514
25/06/2022;03:00:00;599.297;4.498.434
25/06/2022;03:20:00;722.827;2.658.089
25/06/2022;03:40:00;468.122;2.658.703
25/06/2022;04:00:00;670.045;2.973.419
25/06/2022;04:20:00;711.444;1.451.098
25/06/2022;04:40:00;4.574;3.201.717
25/06/2022;05:00:00;68.153;1.592.503
25/06/2022;05:20:00;737.543;2.515.105
25/06/2022;05:40:00;532.752;242.844
25/06/2022;06:00:00;7;2.861.161
25/06/2022;06:20:00;459.541;1.852.817
25/06/2022;06:40:00;553.232;3.427.525
25/06/2022;07:00:00;593.104;313.076
26/06/2022;07:20:00;578.496;2.354.864
26/06/2022;07:40:00;618.502;2.381.279
26/06/2022;08:00:00;493.522;3.544.667
26/06/2022;08:20:00;452.139;2.454.639
26/06/2022;08:40:00;500.757;3.079.984
26/06/2022;09:00:00;727.727;4.544.392
26/06/2022;09:20:00;525.221;2.224.239
26/06/2022;09:40:00;475.725;3.025.798
26/06/2022;10:00:00;541.047;4.332.707
26/06/2022;10:20:00;55.415;1.734.276
26/06/2022;10:40:00;578.402;413.607
26/06/2022;11:00:00;546.438;1.635.049
26/06/2022;11:20:00;530.819;4.043.212
26/06/2022;11:40:00;502.954;352.057
26/06/2022;12:00:00;534.162;2.196.962
26/06/2022;12:20:00;483.367;3.840.684
26/06/2022;12:40:00;474.545;2.981.722
26/06/2022;13:00:00;653.577;2.558.447
26/06/2022;13:20:00;739.541;2.063.112
26/06/2022;13:40:00;718.997;2.545.136
26/06/2022;14:00:00;595.117;3.840.969
26/06/2022;14:20:00;471.473;3.938.632
26/06/2022;14:40:00;611.025;1.576.593
26/06/2022;15:00:00;590.355;3.346.663
26/06/2022;15:20:00;608.028;1.937.766
26/06/2022;15:40:00;615.788;2.070.501
26/06/2022;16:00:00;606.899;3.699.511
26/06/2022;16:20:00;493.261;1.774.628
26/06/2022;16:40:00;66.963;2.756.268
26/06/2022;17:00:00;468.628;3.472.328
26/06/2022;17:20:00;547.774;3.634.402
26/06/2022;17:40:00;688.387;4.197.268
26/06/2022;18:00:00;571.473;3.513.749
26/06/2022;18:20:00;486.084;3.908.398
26/06/2022;18:40:00;528.927;1.513.746
26/06/2022;19:00:00;555.569;2.634.617
26/06/2022;19:20:00;673.191;2.610.453
26/06/2022;19:40:00;505.534;4.025.642
26/06/2022;20:00:00;50.327;3.007.819
26/06/2022;20:20:00;635.555;4.472.804
26/06/2022;20:40:00;741.351;2.677.912
26/06/2022;21:00:00;702.946;2.088.276
26/06/2022;21:20:00;61.572;4.120.594
26/06/2022;21:40:00;685.349;4.176.195
26/06/2022;22:00:00;513.156;4.310.443
26/06/2022;22:20:00;474.331;2.671.168
26/06/2022;22:40:00;538.203;4.250.082
26/06/2022;23:00:00;741.068;1.994.057
26/06/2022;23:20:00;453.803;2.960.507
26/06/2022;23:40:00;733.238;3.401.211
26/06/2022;00:00:00;5.182;232.657
26/06/2022;00:20:00;527.521;2.150.247
26/06/2022;00:40:00;721.784;311.812
26/06/2022;01:00:00;500.577;1.586.633
26/06/2022;01:20:00;677.961;2.794.843
26/06/2022;01:40:00;50.674;28.571
26/06/2022;02:00:00;58.805;2.904.105
26/06/2022;02:20:00;643.864;2.210.437
26/06/2022;02:40:00;590.005;3.699.278
26/06/2022;03:00:00;702.419;4.409.989
26/06/2022;03:20:00;454.301;3.864.934
26/06/2022;03:40:00;671.977;3.683.365
26/06/2022;04:00:00;629.583;2.246.689
26/06/2022;04:20:00;737.268;2.848.451
26/06/2022;04:40:00;615.103;2.077.214
26/06/2022;05:00:00;708.802;3.639.552
26/06/2022;05:20:00;639.498;1.647.963
26/06/2022;05:40:00;637.742;2.031.988
26/06/2022;06:00:00;647.544;4.473.904
26/06/2022;06:20:00;508.749;2.681.354
26/06/2022;06:40:00;557.028;4.384.895
26/06/2022;07:00:00;644.144;2.811.184
27/06/2022;07:20:00;570.927;2.646.061
27/06/2022;07:40:00;515.479;3.125.339
27/06/2022;08:00:00;689.293;3.524.476
27/06/2022;08:20:00;74.554;349.746
27/06/2022;08:40:00;497.479;3.800.217
27/06/2022;09:00:00;490.338;1.996.118
27/06/2022;09:20:00;66.632;1.988.072
27/06/2022;09:40:00;612.624;3.579.841
27/06/2022;10:00:00;463.331;2.788.227
27/06/2022;10:20:00;693.591;4.047.771
27/06/2022;10:40:00;592.256;3.825.905
27/06/2022;11:00:00;518.799;1.898.826
27/06/2022;11:20:00;588.632;2.757.945
27/06/2022;11:40:00;724.741;4.123.214
27/06/2022;12:00:00;697.427;2.703.739
27/06/2022;12:20:00;703.161;3.048.214
27/06/2022;12:40:00;610.771;3.772.758
27/06/2022;13:00:00;652.009;404.858
27/06/2022;13:20:00;513.501;1.520.558
27/06/2022;13:40:00;569.233;3.226.335
27/06/2022;14:00:00;467.775;272.761
27/06/2022;14:20:00;469.837;2.574.672
27/06/2022;14:40:00;512.843;3.638.427
27/06/2022;15:00:00;667.465;3.521.079
27/06/2022;15:20:00;471.916;277.644
27/06/2022;15:40:00;481.771;2.597.257
27/06/2022;16:00:00;634.677;2.762.785
27/06/2022;16:20:00;681.336;4.040.687
27/06/2022;16:40:00;723.803;2.382.049
27/06/2022;17:00:00;486.199;2.016.564
27/06/2022;17:20:00;689.365;2.801.416
27/06/2022;17:40:00;519.924;3.749.987
27/06/2022;18:00:00;546.947;2.798.189
27/06/2022;18:20:00;481.158;2.066.527
27/06/2022;18:40:00;502.439;3.906.205
27/06/2022;19:00:00;522.579;2.561.092
27/06/2022;19:20:00;701.417;4.520.805
27/06/2022;19:40:00;483.521;4.169.574
27/06/2022;20:00:00;504.953;3.994.063
27/06/2022;20:20:00;504.142;2.799.911
27/06/2022;20:40:00;532.186;2.321.372
27/06/2022;21:00:00;738.284;2.585.759
27/06/2022;21:20:00;680.599;217.072
27/06/2022;21:40:00;481.137;2.520.337
27/06/2022;22:00:00;498.963;2.293.094
27/06/2022;22:20:00;489.329;3.537.632
27/06/2022;22:40:00;535.024;2.137.693
27/06/2022;23:00:00;58.327;2.517.084
27/06/2022;23:20:00;455.593;2.432.736
27/06/2022;23:40:00;731.472;3.018.997
27/06/2022;00:00:00;638.111;4.062.434
27/06/2022;00:20:00;609.697;2.194.486
27/06/2022;00:40:00;455.033;2.774.285
27/06/2022;01:00:00;638.058;2.181.331
27/06/2022;01:20:00;536.056;3.343.805
27/06/2022;01:40:00;485.289;343.327
27/06/2022;02:00:00;575.542;3.388.914
27/06/2022;02:20:00;604.051;1.886.712
27/06/2022;02:40:00;659.143;1.882.796
27/06/2022;03:00:00;508.312;3.528.123
27/06/2022;03:20:00;660.605;1.674.922
27/06/2022;03:40:00;633.344;2.599.273
27/06/2022;04:00:00;60.486;3.745.633
27/06/2022;04:20:00;623.141;330.745
27/06/2022;04:40:00;551.174;3.238.152
27/06/2022;05:00:00;747.936;3.010.567
27/06/2022;05:20:00;678.505;2.071.603
27/06/2022;05:40:00;687.112;2.783.699
27/06/2022;06:00:00;502.889;3.909.219
27/06/2022;06:20:00;639.108;2.083.171
27/06/2022;06:40:00;691.669;2.697.989
27/06/2022;07:00:00;6.974;1.836.376
28/06/2022;07:20:00;648.181;2.169.197
28/06/2022;07:40:00;566.504;4.145.298
28/06/2022;08:00:00;624.334;3.809.401
28/06/2022;08:20:00;723.123;2.110.236
28/06/2022;08:40:00;653.985;4.507.491
28/06/2022;09:00:00;745.351;4.234.468
28/06/2022;09:20:00;460.075;1.923.694
28/06/2022;09:40:00;714.391;1.566.423
28/06/2022;10:00:00;658.904;3.961.457
28/06/2022;10:20:00;659.953;4.443.177
28/06/2022;10:40:00;452.618;3.889.859
28/06/2022;11:00:00;547.028;2.493.967
28/06/2022;11:20:00;547.065;3.051.304
28/06/2022;11:40:00;730.826;3.302.404
28/06/2022;12:00:00;54.765;2.722.159
28/06/2022;12:20:00;640.587;4.450.747
28/06/2022;12:40:00;672.891;3.585.656
28/06/2022;13:00:00;473.717;3.215.388
28/06/2022;13:20:00;633.346;2.644.042
28/06/2022;13:40:00;661.914;4.401.541
28/06/2022;14:00:00;544.429;1.777.894
28/06/2022;14:20:00;473.181;2.486.909
28/06/2022;14:40:00;699.101;4.203.298
28/06/2022;15:00:00;610.339;178.903
28/06/2022;15:20:00;524.377;4.110.231
28/06/2022;15:40:00;649.622;2.739.717
28/06/2022;16:00:00;698.296;4.230.175
28/06/2022;16:20:00;529.622;2.748.432
28/06/2022;16:40:00;615.436;3.712.839
28/06/2022;17:00:00;658.919;351.347
28/06/2022;17:20:00;660.154;3.299.427
28/06/2022;17:40:00;61.635;3.736.428
28/06/2022;18:00:00;470.702;2.969.699
28/06/2022;18:20:00;555.885;2.044.941
28/06/2022;18:40:00;593.589;2.820.907
28/06/2022;19:00:00;511.878;2.944.665
28/06/2022;19:20:00;460.521;1.720.031
28/06/2022;19:40:00;547.351;1.578.882
28/06/2022;20:00:00;613.884;4.401.333
28/06/2022;20:20:00;632.469;2.464.439
28/06/2022;20:40:00;692.957;2.327.979
28/06/2022;21:00:00;656.354;4.521.971
28/06/2022;21:20:00;623.684;2.923.498
28/06/2022;21:40:00;714.622;4.065.763
28/06/2022;22:00:00;455.762;4.345.661
28/06/2022;22:20:00;735.208;1.521.746
28/06/2022;22:40:00;609.364;4.058.888
28/06/2022;23:00:00;697.831;1.463.709
28/06/2022;23:20:00;628.828;2.276.282
28/06/2022;23:40:00;512.227;4.200.352
28/06/2022;00:00:00;460.836;1.579.314
28/06/2022;00:20:00;558.984;1.609.816
28/06/2022;00:40:00;671.689;3.322.781
28/06/2022;01:00:00;511.604;3.242.843
28/06/2022;01:20:00;535.359;3.308.461
28/06/2022;01:40:00;509.853;4.342.997
28/06/2022;02:00:00;724.217;4.358.658
28/06/2022;02:20:00;535.364;3.631.348
28/06/2022;02:40:00;485.516;3.878.899
28/06/2022;03:00:00;694.442;3.249.428
28/06/2022;03:20:00;672.126;2.143.632
28/06/2022;03:40:00;526.636;3.283.473
28/06/2022;04:00:00;537.215;1.479.824
28/06/2022;04:20:00;657.347;4.006.617
28/06/2022;04:40:00;457.792;4.301.825
28/06/2022;05:00:00;650.764;2.710.243
28/06/2022;05:20:00;482.432;3.124.836
28/06/2022;05:40:00;720.799;2.203.457
28/06/2022;06:00:00;714.537;2.834.243
28/06/2022;06:20:00;746.598;3.586.598
28/06/2022;06:40:00;5.769;2.912.804
28/06/2022;07:00:00;705.956;2.501.584
29/06/2022;07:20:00;674.631;4.384.724
29/06/2022;07:40:00;54.196;3.115.373
29/06/2022;08:00:00;597.025;1.672.487
29/06/2022;08:20:00;598.237;420.285
29/06/2022;08:40:00;454.248;1.616.104
29/06/2022;09:00:00;480.624;2.213.417
29/06/2022;09:20:00;461.085;3.905.265
29/06/2022;09:40:00;485.884;2.283.941
29/06/2022;10:00:00;567.956;1.614.881
29/06/2022;10:20:00;57.494;3.660.723
29/06/2022;10:40:00;642.452;3.813.121
29/06/2022;11:00:00;728.846;3.751.482
29/06/2022;11:20:00;506.312;3.489.788
29/06/2022;11:40:00;657.971;3.822.829
29/06/2022;12:00:00;494.783;3.984.399
29/06/2022;12:20:00;569.161;1.883.205
29/06/2022;12:40:00;671.449;2.106.017
29/06/2022;13:00:00;584.242;3.880.815
29/06/2022;13:20:00;572.259;3.559.455
29/06/2022;13:40:00;527.384;3.277.709
29/06/2022;14:00:00;746.295;4.278.095
29/06/2022;14:20:00;550.997;4.136.946
29/06/2022;14:40:00;649.767;3.412.143
29/06/2022;15:00:00;458.841;2.898.422
29/06/2022;15:20:00;668.196;4.398.987
29/06/2022;15:40:00;463.309;3.188.863
29/06/2022;16:00:00;489.941;2.002.202
29/06/2022;16:20:00;637.821;2.208.177
29/06/2022;16:40:00;52.101;3.069.145
29/06/2022;17:00:00;539.645;2.570.255
29/06/2022;17:20:00;747.038;3.993.047
29/06/2022;17:40:00;691.252;4.425.106
29/06/2022;18:00:00;527.568;2.302.903
29/06/2022;18:20:00;700.418;4.470.577
29/06/2022;18:40:00;491.987;3.343.893
29/06/2022;19:00:00;450.824;2.941.333
29/06/2022;19:20:00;536.842;3.480.828
29/06/2022;19:40:00;688.645;2.342.543
29/06/2022;20:00:00;726.072;2.106.731
29/06/2022;20:20:00;523.391;2.153.482
29/06/2022;20:40:00;471.636;4.137.289
29/06/2022;21:00:00;631.283;3.180.094
29/06/2022;21:20:00;671.882;2.929.079
29/06/2022;21:40:00;661.185;3.215.371
29/06/2022;22:00:00;477.634;4.049.639
29/06/2022;22:20:00;508.505;4.245.456
29/06/2022;22:40:00;616.792;2.529.352
29/06/2022;23:00:00;586.309;3.365.361
29/06/2022;23:20:00;525.757;4.428.367
29/06/2022;23:40:00;587.258;4.059.525
29/06/2022;00:00:00;699.468;3.306.088
29/06/2022;00:20:00;721.849;4.256.295
29/06/2022;00:40:00;464.647;4.247.184
29/06/2022;01:00:00;58.584;2.305.387
29/06/2022;01:20:00;550.158;3.235.179
29/06/2022;01:40:00;563.302;3.376.734
29/06/2022;02:00:00;504.183;2.509.777
29/06/2022;02:20:00;537.264;3.684.769
29/06/2022;02:40:00;629.542;2.462.533
29/06/2022;03:00:00;509.145;1.750.956
29/06/2022;03:20:00;663.675;1.757.132
29/06/2022;03:40:00;612.041;3.031.328
29/06/2022;04:00:00;625.094;3.244.552
29/06/2022;04:20:00;601.909;2.078.785
29/06/2022;04:40:00;619.337;3.939.421
29/06/2022;05:00:00;636.434;2.237.077
29/06/2022;05:20:00;534.694;4.083.313
29/06/2022;05:40:00;529.597;2.785.783
29/06/2022;06:00:00;610.377;4.546.935
29/06/2022;06:20:00;526.467;3.336.682
29/06/2022;06:40:00;493.367;1.613.376
29/06/2022;07:00:00;641.999;1.529.214
30/06/2022;07:20:00;542.102;3.840.902
30/06/2022;07:40:00;680.766;3.474.733
30/06/2022;08:00:00;735.389;3.776.212
30/06/2022;08:20:00;588.838;3.847.172
30/06/2022;08:40:00;597.522;2.020.407
30/06/2022;09:00:00;496.034;3.409.317
30/06/2022;09:20:00;641.203;2.166.115
30/06/2022;09:40:00;459.759;148.527
30/06/2022;10:00:00;687.388;3.595.546
30/06/2022;10:20:00;495.488;3.559.986
30/06/2022;10:40:00;714.268;2.957.727
30/06/2022;11:00:00;726.642;2.506.827
30/06/2022;11:20:00;618.883;1.934.228
30/06/2022;11:40:00;532.766;3.418.525
30/06/2022;12:00:00;5.927;2.381.444
30/06/2022;12:20:00;628.646;2.456.624
30/06/2022;12:40:00;586.425;2.638.223
30/06/2022;13:00:00;663.687;2.288.297
30/06/2022;13:20:00;566.465;2.338.692
30/06/2022;13:40:00;651.804;3.421.493
30/06/2022;14:00:00;484.191;2.372.389
30/06/2022;14:20:00;691.622;234.533
30/06/2022;14:40:00;45.206;1.632.406
30/06/2022;15:00:00;602.378;400.143
30/06/2022;15:20:00;540.663;2.713.433
30/06/2022;15:40:00;462.838;2.338.884
30/06/2022;16:00:00;733.162;2.547.944
30/06/2022;16:20:00;721.399;4.155.631
30/06/2022;16:40:00;620.912;3.698.623
30/06/2022;17:00:00;471.516;4.465.056
30/06/2022;17:20:00;585.991;1.703.793
30/06/2022;17:40:00;493.245;2.768.457
30/06/2022;18:00:00;709.299;3.776.237
30/06/2022;18:20:00;623.887;4.322.153
30/06/2022;18:40:00;52.411;2.088.365
30/06/2022;19:00:00;554.546;1.628.265
30/06/2022;19:20:00;642.537;3.435.059
30/06/2022;19:40:00;460.664;2.707.615
30/06/2022;20:00:00;562.988;4.110.807
30/06/2022;20:20:00;455.104;3.670.688
30/06/2022;20:40:00;613.557;1.955.506
30/06/2022;21:00:00;454.891;3.640.467
30/06/2022;21:20:00;701.644;3.291.465
30/06/2022;21:40:00;697.443;3.865.332
30/06/2022;22:00:00;687.783;1.544.541
30/06/2022;22:20:00;711.777;213.963
30/06/2022;22:40:00;564.932;2.937.964
30/06/2022;23:00:00;656.604;223.562
30/06/2022;23:20:00;731.778;3.807.977
30/06/2022;23:40:00;522.271;3.255.971
30/06/2022;00:00:00;539.711;4.201.643
30/06/2022;00:20:00;572.712;3.923.309
30/06/2022;00:40:00;594.651;3.766.396
30/06/2022;01:00:00;547.324;3.094.163
30/06/2022;01:20:00;478.291;196.512
30/06/2022;01:40:00;520.318;2.508.493
30/06/2022;02:00:00;549.655;4.384.805
30/06/2022;02:20:00;715.861;299.066
30/06/2022;02:40:00;608.758;3.613.327
30/06/2022;03:00:00;641.004;247.537
30/06/2022;03:20:00;476.582;4.378.526
30/06/2022;03:40:00;715.919;4.185.092
30/06/2022;04:00:00;678.035;176.617
30/06/2022;04:20:00;654.608;422.206
30/06/2022;04:40:00;535.255;3.907.145
30/06/2022;05:00:00;696.142;2.975.576
30/06/2022;05:20:00;662.829;3.449.629
30/06/2022;05:40:00;503.952;2.184.217
30/06/2022;06:00:00;500.174;2.389.451
30/06/2022;06:20:00;566.355;1.557.172
30/06/2022;06:40:00;715.089;2.137.031
30/06/2022;07:00:00;623.623;3.664.678
01/07/2022;07:20:00;636.237;3.158.383
01/07/2022;07:40:00;601.701;1.929.057
01/07/2022;08:00:00;642.639;1.733.043
01/07/2022;08:20:00;513.443;4.448.427
01/07/2022;08:40:00;537.783;2.038.996
01/07/2022;09:00:00;607.611;1.483.793
01/07/2022;09:20:00;734.171;3.925.482
01/07/2022;09:40:00;642.587;1.533.527
01/07/2022;10:00:00;483.639;427.702
01/07/2022;10:20:00;492.407;2.954.824
01/07/2022;10:40:00;495.838;1.685.684
01/07/2022;11:00:00;563.246;4.184.026
01/07/2022;11:20:00;735.289;323.332
01/07/2022;11:40:00;479.775;3.673.461
01/07/2022;12:00:00;652.906;2.448.833
01/07/2022;12:20:00;69.359;3.701.883
01/07/2022;12:40:00;451.324;3.581.466
01/07/2022;13:00:00;572.489;2.363.732
01/07/2022;13:20:00;526.212;3.608.048
01/07/2022;13:40:00;697.835;3.564.405
01/07/2022;14:00:00;492.496;4.007.224
01/07/2022;14:20:00;591.915;4.398.676
01/07/2022;14:40:00;499.855;4.117.236
01/07/2022;15:00:00;60.659;188.327
01/07/2022;15:20:00;573.944;2.994.333
01/07/2022;15:40:00;64.616;3.708.023
01/07/2022;16:00:00;474.194;4.464.331
01/07/2022;16:20:00;689.209;3.448.147
01/07/2022;16:40:00;710.965;364.599
01/07/2022;17:00:00;584.219;2.840.344
01/07/2022;17:20:00;666.696;2.682.715
01/07/2022;17:40:00;700.435;2.611.883
01/07/2022;18:00:00;52.084;4.135.813
01/07/2022;18:20:00;585.555;4.003.333
01/07/2022;18:40:00;566.571;2.397.309
01/07/2022;19:00:00;544.945;4.504.276
01/07/2022;19:20:00;510.029;2.975.143
01/07/2022;19:40:00;533.707;4.174.732
01/07/2022;20:00:00;536.381;1.981.686
01/07/2022;20:20:00;618.017;3.979.891
01/07/2022;20:40:00;624.732;3.293.133
01/07/2022;21:00:00;660.092;1.700.355
01/07/2022;21:20:00;578.846;3.237.781
01/07/2022;21:40:00;476.046;417.932
01/07/2022;22:00:00;719.996;426.398
01/07/2022;22:20:00;596.681;2.216.241
01/07/2022;22:40:00;664.578;2.639.663
01/07/2022;23:00:00;643.424;3.710.885
01/07/2022;23:20:00;560.028;36.48
01/07/2022;23:40:00;537.316;4.133.672
01/07/2022;00:00:00;520.501;2.976.046
01/07/2022;00:20:00;701.805;365.607
01/07/2022;00:40:00;676.314;4.549.408
01/07/2022;01:00:00;466.973;318.376
01/07/2022;01:20:00;600.245;2.317.497
01/07/2022;01:40:00;633.268;3.175.456
01/07/2022;02:00:00;534.379;2.538.363
01/07/2022;02:20:00;710.055;4.514.909
01/07/2022;02:40:00;554.574;4.470.695
01/07/2022;03:00:00;532.174;2.347.104
01/07/2022;03:20:00;715.873;3.690.082
01/07/2022;03:40:00;598.681;2.521.206
01/07/2022;04:00:00;575.522;3.693.607
01/07/2022;04:20:00;70.797;4.101.767
01/07/2022;04:40:00;631.965;4.195.983
01/07/2022;05:00:00;552.411;240.992
01/07/2022;05:20:00;542.441;3.576.763
01/07/2022;05:40:00;72.208;1.989.799
01/07/2022;06:00:00;581.406;1.859.376
01/07/2022;06:20:00;725.877;2.343.616
01/07/2022;06:40:00;543.249;2.201.423
01/07/2022;07:00:00;56.921;2.562.352
02/07/2022;07:20:00;568.257;4.062.605
02/07/2022;07:40:00;672.672;3.151.411
02/07/2022;08:00:00;512.483;3.773.672
02/07/2022;08:20:00;722.382;3.823.198
02/07/2022;08:40:00;577.778;3.237.446
02/07/2022;09:00:00;58.827;1.900.396
02/07/2022;09:20:00;725.525;3.568.791
02/07/2022;09:40:00;559.778;3.128.488
02/07/2022;10:00:00;595.523;2.013.771
02/07/2022;10:20:00;682.531;288.631
02/07/2022;10:40:00;6.863;1.466.836
02/07/2022;11:00:00;668.857;4.355.268
02/07/2022;11:20:00;556.596;3.348.315
02/07/2022;11:40:00;564.301;433.345
02/07/2022;12:00:00;649.756;3.691.402
02/07/2022;12:20:00;456.446;2.888.833
02/07/2022;12:40:00;7.224;2.135.432
02/07/2022;13:00:00;62.399;2.311.636
02/07/2022;13:20:00;551.922;1.656.838
02/07/2022;13:40:00;520.654;2.268.054
02/07/2022;14:00:00;683.952;3.627.479
02/07/2022;14:20:00;610.062;3.624.877
02/07/2022;14:40:00;662.521;4.392.861
02/07/2022;15:00:00;735.521;3.579.664
02/07/2022;15:20:00;713.028;1.953.263
02/07/2022;15:40:00;575.062;3.740.618
02/07/2022;16:00:00;565.728;2.972.657
02/07/2022;16:20:00;531.016;2.745.226
02/07/2022;16:40:00;593.936;4.181.647
02/07/2022;17:00:00;601.347;3.100.012
02/07/2022;17:20:00;563.331;4.128.976
02/07/2022;17:40:00;489.225;4.180.668
02/07/2022;18:00:00;58.351;3.569.281
02/07/2022;18:20:00;585.967;3.043.435
02/07/2022;18:40:00;626.968;3.443.057
02/07/2022;19:00:00;551.587;2.659.338
02/07/2022;19:20:00;61.517;1.481.675
02/07/2022;19:40:00;450.224;1.940.352
02/07/2022;20:00:00;739.054;2.764.575
02/07/2022;20:20:00;556.969;1.910.849
02/07/2022;20:40:00;571.949;3.501.732
02/07/2022;21:00:00;54.154;2.864.111
02/07/2022;21:20:00;730.789;1.483.912
02/07/2022;21:40:00;709.355;1.470.231
02/07/2022;22:00:00;712.003;3.370.435
02/07/2022;22:20:00;586.001;2.910.147
02/07/2022;22:40:00;55.824;2.374.376
02/07/2022;23:00:00;632.304;3.042.771
02/07/2022;23:20:00;580.185;2.693.806
02/07/2022;23:40:00;689.101;4.053.806
02/07/2022;00:00:00;663.707;4.189.739
02/07/2022;00:20:00;592.076;3.231.683
02/07/2022;00:40:00;613.795;1.956.114
02/07/2022;01:00:00;479.361;3.871.116
02/07/2022;01:20:00;596.416;3.760.188
02/07/2022;01:40:00;584.216;3.096.863
02/07/2022;02:00:00;59.328;3.304.524
02/07/2022;02:20:00;627.296;4.200.022
02/07/2022;02:40:00;547.016;1.953.689
02/07/2022;03:00:00;463.577;1.712.232
02/07/2022;03:20:00;537.504;1.944.971
02/07/2022;03:40:00;545.256;210.892
02/07/2022;04:00:00;511.748;4.485.684
02/07/2022;04:20:00;506.953;2.087.219
02/07/2022;04:40:00;487.034;4.240.168
02/07/2022;05:00:00;632.397;2.207.341
02/07/2022;05:20:00;594.292;4.468.375
02/07/2022;05:40:00;584.782;3.859.272
02/07/2022;06:00:00;568.053;4.313.043
02/07/2022;06:20:00;669.851;4.197.938
02/07/2022;06:40:00;619.667;3.843.732
02/07/2022;07:00:00;593.687;2.738.933
03/07/2022;07:20:00;725.905;3.585.678
03/07/2022;07:40:00;608.406;3.733.147
03/07/2022;08:00:00;573.999;4.425.889
03/07/2022;08:20:00;681.039;3.802.721
03/07/2022;08:40:00;48.503;3.218.647
03/07/2022;09:00:00;606.369;2.925.861
03/07/2022;09:20:00;472.402;3.527.997
03/07/2022;09:40:00;7.419;3.349.407
03/07/2022;10:00:00;572.361;1.665.046
03/07/2022;10:20:00;521.483;2.332.576
03/07/2022;10:40:00;480.602;3.545.145
03/07/2022;11:00:00;501.076;3.169.842
03/07/2022;11:20:00;465.731;2.145.518
03/07/2022;11:40:00;714.023;3.044.069
03/07/2022;12:00:00;700.854;3.545.183
03/07/2022;12:20:00;455.273;1.713.712
03/07/2022;12:40:00;638.096;4.256.093
03/07/2022;13:00:00;620.754;2.625.328
03/07/2022;13:20:00;54.289;1.540.821
03/07/2022;13:40:00;513.307;3.157.109
03/07/2022;14:00:00;456.867;230.264
03/07/2022;14:20:00;674.834;2.518.311
03/07/2022;14:40:00;484.848;4.157.331
03/07/2022;15:00:00;611.607;1.461.627
03/07/2022;15:20:00;47.368;157.575
03/07/2022;15:40:00;745.074;237.605
03/07/2022;16:00:00;672.787;2.739.155
03/07/2022;16:20:00;551.797;1.785.284
03/07/2022;16:40:00;568.085;2.725.063
03/07/2022;17:00:00;642.372;4.083.593
03/07/2022;17:20:00;621.129;197.963
03/07/2022;17:40:00;617.337;2.686.287
03/07/2022;18:00:00;523.816;1.720.606
03/07/2022;18:20:00;544.414;4.055.549
03/07/2022;18:40:00;606.968;4.094.445
03/07/2022;19:00:00;54.547;3.665.582
03/07/2022;19:20:00;613.507;2.019.288
03/07/2022;19:40:00;651.842;4.123.678
03/07/2022;20:00:00;714.491;3.722.322
03/07/2022;20:20:00;643.065;390.616
03/07/2022;20:40:00;46.631;2.971.548
03/07/2022;21:00:00;463.765;40.512
03/07/2022;21:20:00;609.188;2.237.465
03/07/2022;21:40:00;69.611;3.564.885
03/07/2022;22:00:00;723.083;344.056
03/07/2022;22:20:00;473.441;2.635.799
03/07/2022;22:40:00;474.276;3.063.213
03/07/2022;23:00:00;552.341;3.338.392
03/07/2022;23:20:00;556.403;4.408.165
03/07/2022;23:40:00;711.652;3.871.078
03/07/2022;00:00:00;550.787;2.366.014
03/07/2022;00:20:00;610.746;4.089.668
03/07/2022;00:40:00;626.836;4.318.809
03/07/2022;01:00:00;633.469;2.284.605
03/07/2022;01:20:00;737.341;2.318.741
03/07/2022;01:40:00;589.749;4.320.978
03/07/2022;02:00:00;462.492;2.729.268
03/07/2022;02:20:00;51.095;1.890.518
03/07/2022;02:40:00;539.762;1.640.707
03/07/2022;03:00:00;677.628;1.672.025
03/07/2022;03:20:00;711.864;1.965.249
03/07/2022;03:40:00;475.913;4.283.342
03/07/2022;04:00:00;733.049;3.672.027
03/07/2022;04:20:00;490.102;2.054.868
03/07/2022;04:40:00;472.278;224.669
03/07/2022;05:00:00;468.984;2.202.512
03/07/2022;05:20:00;627.613;2.098.321
03/07/2022;05:40:00;46.318;2.690.199
03/07/2022;06:00:00;565.505;2.982.435
03/07/2022;06:20:00;484.065;1.647.033
03/07/2022;06:40:00;485.808;2.986.786
